id,instrument,code,name,position,row,violin_1,violin_2,alto,cello,bass,flute,oboe,clarinet,bassoon,horn,trumpet,trombone,tuba,percussion,harp,piano,column
1163,Contrebasse,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,M9,9,3,3,2,2,3,4,3,3,3,3,3,3,3,1,0,0,M
1164,Contrebasse,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,M6,6,2,2,1,1,2,4,4,3,3,2,5,4,4,3,0,0,M
1165,Contrebasse,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,N9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,N
1166,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,H14,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,H
1167,Contrebasse,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,N9,9,2,2,2,2,3,3,3,3,3,2,4,3,2,4,2,0,N
1168,Contrebasse,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,H12,12,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,0,H
1169,Contrebasse,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,K9,9,3,3,2,2,3,3,3,3,3,3,4,2,2,3,2,0,K
1170,Contrebasse,Rav1,La Valse (RAVEL) - Configuration 1,I7,7,3,3,2,2,3,3,3,3,2,3,3,2,2,3,3,0,I
1171,Contrebasse,Rav2,La Valse (RAVEL) - Configuration 2,P11,11,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,0,P
1172,Contrebasse,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,L9,9,3,3,2,2,3,3,3,3,3,3,4,3,3,4,3,3,L
1173,Contrebasse,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,G15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,G
1174,Contrebasse,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,O10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,O
1187,Contrebasse,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,G18,18,5,3,2,2,2,3,3,3,2,3,3,0,0,3,0,0,G
1188,Contrebasse,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,P14,14,3,3,3,2,3,3,3,2,2,3,3,0,0,3,0,0,P
1189,Contrebasse,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,O10,10,3,3,2,2,1,2,2,2,2,3,3,0,0,3,0,0,O
1190,Contrebasse,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,N12,12,3,3,1,1,2,3,3,3,3,3,3,0,0,3,0,0,N
1191,Contrebasse,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,P14,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,P
1192,Contrebasse,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,G17,17,3,3,2,3,3,3,3,3,3,3,3,3,3,3,0,0,G
1193,Contrebasse,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,N9,9,2,2,1,1,1,2,2,2,2,3,4,3,3,5,0,0,N
1194,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,N12,12,2,2,1,1,2,3,3,3,3,3,3,3,3,3,0,0,N
1195,Contrebasse,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,N9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,N
1196,Contrebasse,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,O7,7,2,2,2,2,3,3,3,3,3,3,3,3,3,3,0,0,O
1197,Contrebasse,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,L9,9,2,2,2,2,3,3,3,3,3,3,3,3,3,3,0,0,L
1198,Contrebasse,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,G11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,G
1199,Contrebasse,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,K9,9,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,K
1200,Contrebasse,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,H15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,H
1201,Contrebasse,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,O10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,0,O
1202,Contrebasse,Rav1,La Valse (RAVEL) - Configuration 1,P7,7,2,2,2,2,2,3,3,3,3,3,4,4,4,5,2,0,P
1203,Contrebasse,Rav2,La Valse (RAVEL) - Configuration 2,Q17,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,Q
1204,Contrebasse,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,O10,10,3,3,2,2,1,3,3,3,3,3,4,3,4,5,3,3,O
1205,Contrebasse,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,H11,11,1,1,1,1,1,2,2,2,2,5,4,3,3,4,3,3,H
1206,Contrebasse,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,L9,9,1,1,1,1,1,2,2,2,2,4,4,3,3,5,1,3,L
1223,Contrebasse,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,L8,8,2,2,2,2,3,3,3,3,3,3,3,3,3,3,0,0,L
1224,Contrebasse,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,L8,8,2,2,2,2,3,3,3,3,3,3,3,3,3,3,0,0,L
1225,Contrebasse,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,K6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,K
1226,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,I13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,I
1227,Contrebasse,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,K6,6,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,0,K
1228,Contrebasse,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,I13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,I
1229,Contrebasse,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,K9,9,2,2,2,2,3,3,3,3,3,3,3,3,3,4,3,0,K
1233,Contrebasse,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,J10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,J
1234,Contrebasse,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,L9,9,2,2,2,2,3,2,2,2,2,3,3,3,3,3,2,2,L
1235,Violoncelle,Moz1,Symphonie n°41 (MOZART) - Configuration 1,N15,15,3,3,2,3,3,3,3,0,3,2,3,0,0,3,0,0,N
1236,Violoncelle,Moz2,Symphonie n°41 (MOZART) - Configuration 2,O18,18,3,3,3,3,2,2,2,0,2,2,3,0,0,2,0,0,O
1237,Violoncelle,Moz3,Symphonie n°41 (MOZART) - Configuration 3,J16,16,3,3,3,3,1,3,3,0,3,2,3,0,0,2,0,0,J
1238,Violoncelle,Moz4,Symphonie n°41 (MOZART) - Configuration 4,O18,18,3,3,3,2,1,3,2,0,2,3,3,0,0,2,0,0,O
1239,Violoncelle,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,M16,16,3,3,3,3,3,3,5,3,2,3,3,0,0,3,0,0,M
1240,Violoncelle,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,K17,17,3,3,2,3,3,3,3,3,2,2,3,0,0,2,0,0,K
1241,Violoncelle,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,K17,17,3,3,3,3,2,3,3,2,2,3,3,0,0,2,0,0,K
1242,Violoncelle,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,K17,17,3,3,3,3,3,3,3,3,2,3,3,0,0,2,0,0,K
1243,Violoncelle,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,K16,16,3,3,3,3,3,3,3,2,2,2,3,0,0,1,0,0,K
1244,Violoncelle,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,P18,18,3,3,3,3,3,2,2,2,2,1,3,0,0,1,0,0,P
1245,Violoncelle,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N17,17,3,3,2,3,1,3,3,2,2,2,5,0,0,3,0,0,N
1246,Violoncelle,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,J15,15,3,3,3,3,2,3,3,3,3,4,3,0,0,2,0,0,J
1247,Violoncelle,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,N17,17,3,3,4,3,3,3,3,3,3,3,3,3,3,3,0,0,N
1248,Violoncelle,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,J19,19,4,3,3,3,3,3,3,3,2,3,3,3,3,3,0,0,J
1249,Violoncelle,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,J19,19,4,3,3,3,2,3,3,2,2,3,3,3,3,2,0,0,J
1250,Violoncelle,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,J19,19,4,3,3,3,3,3,3,3,2,4,3,3,3,3,0,0,J
1251,Violoncelle,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,N14,14,3,3,4,3,2,3,3,3,2,3,5,3,3,2,0,0,N
1252,Violoncelle,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,N14,14,3,3,4,3,2,3,3,3,2,3,3,3,3,3,0,0,N
1253,Violoncelle,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,K16,16,3,3,3,2,2,3,3,2,2,3,3,3,3,2,0,0,K
1254,Violoncelle,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,K17,17,3,3,3,3,2,3,3,3,2,3,3,3,3,2,0,0,K
1255,Violoncelle,Rav1,La Valse (RAVEL) - Configuration 1,J16,16,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,0,J
1256,Violoncelle,Rav2,La Valse (RAVEL) - Configuration 2,O20,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,O
1257,Violoncelle,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,K17,17,3,3,3,3,2,4,3,2,2,3,3,3,3,3,2,2,K
1258,Violoncelle,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,L14,14,3,3,4,3,3,4,4,3,3,3,4,3,3,3,2,2,L
1259,Violoncelle,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,L14,14,3,3,3,3,2,4,4,2,2,3,4,4,4,3,2,2,L
1260,Violoncelle,Moz1,Symphonie n°41 (MOZART) - Configuration 1,P14,14,2,3,4,3,2,3,3,0,3,3,3,0,0,5,0,0,P
1261,Violoncelle,Moz2,Symphonie n°41 (MOZART) - Configuration 2,R18,18,3,3,3,3,2,3,3,0,3,3,4,0,0,5,0,0,R
1262,Violoncelle,Moz3,Symphonie n°41 (MOZART) - Configuration 3,I11,11,2,3,1,3,1,3,2,0,2,5,4,0,0,3,0,0,I
1263,Violoncelle,Moz4,Symphonie n°41 (MOZART) - Configuration 4,I11,11,2,2,1,2,2,2,2,0,2,5,3,0,0,3,0,0,I
1264,Violoncelle,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,P14,14,3,3,3,3,3,4,3,3,3,4,5,0,0,4,0,0,P
1265,Violoncelle,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,K12,12,2,2,2,2,3,5,5,5,5,4,5,0,0,5,0,0,K
1266,Violoncelle,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,K12,12,3,3,3,3,2,5,5,5,5,5,4,0,0,4,0,0,K
1267,Violoncelle,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,K12,12,4,4,4,3,3,5,5,5,5,5,4,0,0,4,0,0,K
1268,Violoncelle,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,K16,16,2,2,2,2,2,5,5,3,3,4,4,0,0,3,0,0,K
1269,Violoncelle,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,P18,18,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,P
1270,Violoncelle,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N17,17,2,2,2,2,2,3,3,3,3,3,5,0,0,3,0,0,N
1271,Violoncelle,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,J15,15,2,2,2,2,2,5,4,4,4,5,3,0,0,4,0,0,J
1272,Violoncelle,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,N19,19,3,3,5,3,2,3,3,3,3,3,4,4,3,3,0,0,N
1273,Violoncelle,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,J17,17,5,3,2,3,2,3,3,3,3,3,3,3,3,3,0,0,J
1274,Violoncelle,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,J17,17,5,3,3,2,2,4,4,3,3,5,5,5,5,3,0,0,J
1275,Violoncelle,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,J17,17,5,3,2,2,2,3,3,3,3,4,3,3,3,3,0,0,J
1276,Violoncelle,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,L18,18,3,3,3,3,2,3,3,3,3,3,3,3,3,3,0,0,L
1277,Violoncelle,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,L18,18,4,3,3,3,2,3,3,3,3,3,3,3,3,3,0,0,L
1278,Violoncelle,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,K16,16,5,2,2,2,2,3,3,3,3,3,4,4,3,3,0,0,K
1279,Violoncelle,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,K17,17,2,2,2,2,2,4,4,4,4,4,4,4,4,4,0,0,K
1280,Violoncelle,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,N18,18,2,2,3,2,2,3,3,3,3,3,5,5,5,3,3,0,N
1281,Violoncelle,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,K15,15,2,2,2,2,2,5,5,4,4,5,5,5,5,3,3,0,K
1282,Violoncelle,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,J16,16,3,3,2,2,3,4,4,3,3,3,3,3,3,3,3,0,J
1283,Violoncelle,Rav1,La Valse (RAVEL) - Configuration 1,K17,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,K
1284,Violoncelle,Rav2,La Valse (RAVEL) - Configuration 2,O22,22,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,0,O
1285,Violoncelle,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,J16,16,3,3,2,2,2,5,5,5,5,5,4,4,4,3,3,3,J
1286,Violoncelle,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,J16,16,4,2,2,2,2,5,5,4,4,3,3,3,3,3,3,3,J
1287,Violoncelle,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1288,Violoncelle,Moz1,Symphonie n°41 (MOZART) - Configuration 1,O13,13,3,3,3,3,3,3,3,0,3,3,4,0,0,4,0,0,O
1289,Violoncelle,Moz2,Symphonie n°41 (MOZART) - Configuration 2,R16,16,2,2,2,2,3,3,3,0,3,3,3,0,0,3,0,0,R
1290,Violoncelle,Moz3,Symphonie n°41 (MOZART) - Configuration 3,H12,12,4,2,1,2,1,3,3,0,2,5,4,0,0,4,0,0,H
1291,Violoncelle,Moz4,Symphonie n°41 (MOZART) - Configuration 4,H12,12,4,2,3,2,3,3,3,0,3,4,3,0,0,4,0,0,H
1292,Violoncelle,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,O13,13,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,O
1293,Violoncelle,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,J12,12,3,3,3,3,3,4,4,4,4,4,4,0,0,4,0,0,J
1294,Violoncelle,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,J12,12,3,3,3,3,3,4,4,4,4,4,4,0,0,4,0,0,J
1295,Violoncelle,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,J12,12,3,3,3,3,3,4,4,4,3,3,3,0,0,3,0,0,J
1296,Violoncelle,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,J13,13,3,3,3,3,3,3,3,3,3,4,4,0,0,4,0,0,J
1297,Violoncelle,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,P17,17,1,3,1,2,2,3,3,1,1,3,3,0,0,3,0,0,P
1298,Violoncelle,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N13,13,3,2,4,3,3,3,3,3,3,3,5,0,0,4,0,0,N
1299,Violoncelle,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,I15,15,3,3,3,3,2,4,4,2,2,4,4,0,0,3,0,0,I
1300,Violoncelle,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,M13,13,3,3,3,3,3,3,3,3,2,4,4,4,4,3,0,0,M
1301,Violoncelle,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,I15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,I
1302,Violoncelle,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,I15,15,3,3,3,3,2,3,3,2,2,4,4,0,0,3,0,0,I
1303,Violoncelle,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,I15,15,3,3,3,3,3,4,4,3,3,4,4,0,0,3,0,0,I
1304,Violoncelle,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,N10,10,3,3,3,3,3,3,3,3,2,3,4,4,3,3,0,0,N
1305,Violoncelle,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,N10,10,3,3,3,3,3,3,3,3,2,3,3,3,3,3,0,0,N
1306,Violoncelle,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,J13,13,3,3,3,3,3,3,3,3,2,3,3,3,3,3,0,0,J
1307,Violoncelle,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,J13,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,J
1308,Violoncelle,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,M13,13,3,3,3,2,2,3,3,3,3,4,4,4,4,3,3,0,M
1309,Violoncelle,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,I15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,I
1310,Violoncelle,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,I15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,I
1311,Violoncelle,Rav1,La Valse (RAVEL) - Configuration 1,J16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,J
1312,Violoncelle,Rav2,La Valse (RAVEL) - Configuration 2,P16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,P
1313,Violoncelle,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,H16,16,3,2,3,3,3,4,4,3,3,4,4,4,4,3,3,3,H
1314,Violoncelle,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,K14,14,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,K
1315,Violoncelle,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,J11,11,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,J
1316,Violoncelle,Moz1,Symphonie n°41 (MOZART) - Configuration 1,N13,13,3,3,3,3,3,3,3,0,3,3,3,0,0,4,0,0,N
1317,Violoncelle,Moz2,Symphonie n°41 (MOZART) - Configuration 2,K16,16,2,3,3,3,3,2,3,0,3,2,3,0,0,3,0,0,K
1318,Violoncelle,Moz3,Symphonie n°41 (MOZART) - Configuration 3,J16,16,4,4,4,2,2,4,3,0,3,4,3,0,0,3,0,0,J
1319,Violoncelle,Moz4,Symphonie n°41 (MOZART) - Configuration 4,K16,16,4,4,4,2,2,3,3,0,3,4,3,0,0,3,0,0,K
1320,Violoncelle,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,M16,16,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,M
1321,Violoncelle,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,J17,17,4,4,4,2,4,4,4,3,3,3,3,0,0,3,0,0,J
1322,Violoncelle,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,J17,17,4,4,4,3,3,3,3,3,3,4,3,0,0,3,0,0,J
1323,Violoncelle,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,J17,17,4,4,4,3,3,3,3,3,3,3,3,0,0,3,0,0,J
1324,Violoncelle,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,J19,19,2,4,3,3,3,3,3,3,3,3,3,0,0,3,0,0,J
1325,Violoncelle,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,N20,20,2,4,2,3,3,3,3,3,3,3,3,0,0,3,0,0,N
1326,Violoncelle,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,L16,16,2,3,5,2,2,2,3,3,3,3,5,0,0,5,0,0,L
1327,Violoncelle,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,K16,16,3,3,2,3,3,3,3,3,3,3,3,0,0,3,0,0,K
1328,Violoncelle,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,M16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,M
1329,Violoncelle,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,M16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,M
1330,Violoncelle,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,M16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,M
1331,Violoncelle,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,M16,16,3,3,3,3,3,3,3,3,3,4,3,3,3,3,0,0,M
1332,Violoncelle,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,L16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,L
1333,Violoncelle,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,L16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,L
1334,Violoncelle,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,J19,19,3,3,3,3,3,3,3,3,3,4,3,3,3,3,0,0,J
1335,Violoncelle,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,J19,19,3,3,3,3,4,3,3,3,3,3,3,3,3,3,0,0,J
1336,Violoncelle,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,L16,16,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,0,L
1337,Violoncelle,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,K16,16,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,0,K
1338,Violoncelle,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,K13,13,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,0,K
1339,Violoncelle,Rav1,La Valse (RAVEL) - Configuration 1,K13,13,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,0,K
1340,Violoncelle,Rav2,La Valse (RAVEL) - Configuration 2,M20,20,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,M
1341,Violoncelle,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,K17,17,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,K
1342,Violoncelle,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,K18,18,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,K
1343,Violoncelle,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,K18,18,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,K
1348,Violoncelle,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,M18,18,4,3,3,2,2,3,3,3,3,3,3,0,0,3,0,0,M
1349,Violoncelle,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,K19,19,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,K
1350,Violoncelle,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,K19,19,3,3,2,2,2,3,3,3,3,3,5,0,0,3,0,0,K
1351,Violoncelle,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,K19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,K
1352,Violoncelle,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,N22,22,2,2,2,3,2,3,3,3,3,3,3,3,3,3,0,0,N
1353,Violoncelle,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,M19,19,3,3,3,3,3,3,3,3,3,3,5,3,3,3,0,0,M
1354,Violoncelle,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,K18,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,K
1355,Violoncelle,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,M19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,M
1356,Violoncelle,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,K19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,K
1357,Violoncelle,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,K19,19,3,3,3,2,1,4,3,3,3,4,4,4,4,3,0,0,K
1358,Violoncelle,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,K19,19,3,3,3,3,2,3,3,3,3,4,3,3,3,3,0,0,K
1363,Violoncelle,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,P10,10,1,1,1,1,1,2,2,2,2,3,5,5,5,4,3,0,P
1364,Violoncelle,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,G12,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,G
1365,Violoncelle,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,G12,12,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,0,G
1370,Violoncelle,Moz1,Symphonie n°41 (MOZART) - Configuration 1,N13,13,3,3,3,3,2,3,3,0,3,3,3,0,0,3,0,0,N
1371,Violoncelle,Moz2,Symphonie n°41 (MOZART) - Configuration 2,N18,18,3,3,3,3,2,3,3,0,2,4,3,0,0,3,0,0,N
1372,Violoncelle,Moz3,Symphonie n°41 (MOZART) - Configuration 3,K14,14,3,3,3,3,2,3,3,0,2,4,3,0,0,3,0,0,K
1373,Violoncelle,Moz4,Symphonie n°41 (MOZART) - Configuration 4,K14,14,3,3,3,3,3,3,3,0,3,4,3,0,0,3,0,0,K
1393,Violoncelle,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,N14,14,3,3,3,3,3,3,3,3,2,4,4,4,4,3,0,0,N
1394,Violoncelle,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,N14,14,3,3,3,3,3,3,3,3,2,4,4,4,4,4,0,0,N
1395,Violoncelle,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,H12,12,3,3,3,3,3,4,4,3,3,3,3,3,3,3,0,0,H
1396,Violoncelle,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,I14,14,3,3,3,3,3,4,3,3,3,4,3,3,3,3,0,0,I
